index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
9340,"Nahar Arum And Amanda, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1507,1020,2,10,1,35000000,350000,21,23220,3,3
409,"Wadhwa 25 South Prabhadevi, Prabhadevi, Mumbai",Ready to move,Unfurnished,2200,1565,3,1,2,142500000,1430000,43,64770,3,3
5687,"Siddharth Nagar, Ghatkopar West, Mumbai",Ready to move,Unfurnished,750,592.8037455,1,5,0,8300000,44777.14507,6,11070,1,1
3119,"Herambh Srushti, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,540,379.650662,2.323605368,18,1,3100000,6908.313288,4,5740,1,1.193650492
565,"Satyam Springs, Deonar Village, Govandi, Mumbai",Ready to move,Semi Furnished,1660,1235,4,4,2,55000000,550000,22,33130,3,3
6144,"Jainam Mit Niketan, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,1050,650,2,10,1,17000000,15554385,22,16190,2,2
3172,"HDIL Dheeraj Jamuna, Chincholi Bunder, Malad West, Mumbai",Ready to move,Unfurnished,550,425,2,16,0,10500000,110000,15,19090,1,1
5627,"Shree Samarth , Prabhadevi, Mumbai",Ready to move,Unfurnished,575,665.6743452,1,7,1,16500000,16500000,23,28700,1,1
5855,"Gundecha Aultra, Tembhipada, Bhandup West, Mumbai",Ready to move,Semi Furnished,750,628.7848763,1,15,1,19000000,19000000,18,25330,2,2
8273,"Shreepati Jewels, Mangal Wadi, Girgaon, Mumbai",Ready to move,Semi Furnished,2500,2300,4,10,3,150000000,1500000,46,60000,4,4
7469,"Oberoi Sky City Tower F, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Unfurnished,1356,1073,3,1,1,45000000,880259.7551,61,33190,3,3
1818,"Sai Leela Green Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Fully Furnished,590,380,1,4,1,3200000,64000,12,5420,1,1
2119,"HDIL Dheeraj Dreams Building 1, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Fully Furnished,950,650,2,5,2,17700000,180000,22,18630,2,2
7121,"Ekta Tripolis, Motilal Nagar I, Goregaon West, Mumbai",Ready to move,Semi Furnished,950,775,2,5,2,29000000,290000,30,30530,2,2
4675,"ACME Oasis, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,850,614,2,15,1,16000000,160000,35,18820,2,2
7912,"Integrated Kamal, Hira Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,950,654,2,5,1,18000000,179947.6533,17,18950,3,3
3111,"Triratnadeep CHS, LIC Housing Colony, Mulund East, Mumbai",Ready to move,Fully Furnished,500,355,2,7,1,8600000,86000,18,17200,1,1
8839,"CHS LTD, Dadar West, Mumbai",Ready to move,Semi Furnished,525,746.8584789,1,30,0,22000000,22000000,7,41900,1,1
8842,"Vision Heights, Khan Estate, Jogeshwari West, Mumbai",Ready to move,Unfurnished,923,803,2,4,0,20500000,200000,24,22210,2,2
7737,"Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai",Ready to move,Unfurnished,1125,1054.965461,1,1,1,38000000,38000000,7,33780,3,3
2968,"Neha Heena Presidency, Siddhi Vinayak Nagar, Mira Road East, Mumbai",Ready to move,Unfurnished,700,450,2,3,0,6000000,60000,21,8570,1,1
4834,"Sankeshwar building, Padmavati Nagar, Bhayandar West, Mumbai",Ready to move,Fully Furnished,500,397.787786,1,12,1,8500000,47315.26616,7,17000,1,1
766,"Sunteck One World, Juchandra, Naigaon East, Mumbai",Ready to move,Unfurnished,800,490,2,1,1,5500000,10110.74806,23,6880,2,2
8611,"Mahim West, Mahim, Mumbai",Ready to move,Semi Furnished,1350,1235.290743,2,15,2,60000000,60000000,11,44440,3,3
5920,"Ekta , Four Bungalows, Andheri West, Mumbai",Ready to move,Unfurnished,736,624.1494632,1,1,1,22500000,22500000,11,30570,2,2
6335,"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Semi Furnished,1100,980,2,5,1,31500000,310000,44,28640,2,2
8841,"IIT Area, Powai, Mumbai",Ready to move,Semi Furnished,1100,843.1983538,1,5,1,26000000,26000000,21,23640,2,2
1702,"Sunteck West World, Naigaon East, Mumbai",Ready to move,Unfurnished,609,400,2,1,2,3600000,71964.60107,22,5910,1,1
5934,"Godrej Central, Suman Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1080,737,2,5,1,19000000,180000,15,17590,2,2
6514,"Veena Sentrio, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,850,630,2,5,2,16500000,0,15,19410,2,2
2985,"La Bellezza, Kajupada, Borivali East, Mumbai",Ready to move,Unfurnished,665,431.4022029,2,9,1,10500000,10500000,13,15790,1,2
2248,"Shivshankar Shivram Singh Palladium, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,730,630,2,1,1,14000000,140000,18,19180,2,2
9300,"K Raheja Vistas, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1481,1008,2,5,1,32000000,320000,20,21610,3,3
7036,"Vakola, Santacruz East, Mumbai",Ready to move,Unfurnished,1000,724.7563576,1,1,1,21500000,21500000,9,21500,2,2
5120,"Bombay ICC, Spring Mill Complex, Wadala, Mumbai",Ready to move,Semi Furnished,2416,1611,3,3,2,67900000,0,60,28100,3,3
4375,"K Raheja Raheja Vihar, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1100,730,2,26,1,19600000,199996.1063,7,17820,2,2
7507,"Eldora Hiranandani Gardens Powai, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1490,1073.035597,2,5,2,52000000,52000000,29,34900,3,3
3195,"Seven Bunglow, Andheri West, Mumbai",Ready to move,Unfurnished,550,434.9985682,1,15,1,16000000,16000000,7,29090,1,1
9364,"Agarwal Solitaire, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,999,592,2,5,1,4500000,90000,12,4500,2,2
6033,"Sumit Sumit Artista, Kalina, Santacruz East, Mumbai",Ready to move,Semi Furnished,750,585,2,3,2,20000000,200000,13,26670,2,2
7782,"Suvarna Nagar, Juhu, Mumbai",Ready to move,Semi Furnished,1810,1458.550914,1,25,1,94500000,94500000,8,52210,3,3
8756,"Kanakia Rainforest, Marol, Andheri East, Mumbai",Ready to move,Semi Furnished,1050,927,3,3,1,27500000,280000,15,26190,3,3
474,"Shapoorji Pallonji Vicinia, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1250,888,2,1,2,25400000,249999.9889,22,20320,2,2
8351,"Chembur Skylite, Indira Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1134,899.0994384,1,1,1,31000000,31000000,13,27340,3,3
5910,"Royal Oasis, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Fully Furnished,752,598,2,5,1,14300000,200000,21,19020,2,2
3961,"Ajmera Redwood Building, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,500,340,1,5,1,10000000,0,7,20000,1,1
8833,"Hanuman Nagar, Worli, Mumbai",Ready to move,Semi Furnished,1665,1420.427712,1,20,1,95000000,95000000,7,57060,3,2
912,"Atmosphere O2 Tower G, Hira Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1004,628,2,1,2,16000000,0,40,15940,2,2
4141,"Sheth Beaumonte, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1100,1040,2,3,2,53500000,530000,40,48640,3,3
5817,"Shakti Western Park, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,575,408,1,6,2,2650000,53000,9,4610,1,1
2833,"Ekta Parksville Phase II, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,600,408,2,5,1,3000000,43979.03738,15,5000,1,1
2208,"RAJESHREE AVENUE, Prem Nagar, Borivali West, Mumbai",Ready to move,Fully Furnished,710,608.6444799,1,15,1,19000000,19000000,7,26760,2,2
8963,"Prabhadevi , Century Bazaar, Prabhadevi, Mumbai",Ready to move,Semi Furnished,3500,2473.066662,1,7,3,175000000,175000000,26,50000,4,4
8328,"Shivneri Nagar, Govandi, Mumbai",Ready to move,Fully Furnished,1025,925,2,15,1,28000000,76839.91838,6,27320,3,3
9359,"Srishti Mayuresh Srishti, Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Fully Furnished,1100,1020,3,10,2,27500000,280000,23,25000,3,3
240,"Shraddha Polaris, Tagore Nagar, Vikhroli East, Mumbai",Ready to move,Unfurnished,510,396,2,1,1,9000000,100000,22,17650,1,1
2357,"Dadabhai X Road, Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Unfurnished,1885,1682.875323,1,2,2,58000000,58000000,12,30770,3,4
344,"Seven Eleven Apna Ghar, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,397,236.0144889,2,1,1,4500000,0,15,11340,1,1
6048,"Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,750,550,2,9,1,4500000,90000,7,6000,2,2
9109,"Runwal Grand, Chembur Gaothan, Chembur, Mumbai",Ready to move,Fully Furnished,1850,1455,2,11,1,40000000,400000,7,21620,3,3
9278,"Sai Baba Nagar, Chembur, Mumbai",Ready to move,Unfurnished,830,645.9382406,1,2,0,17000000,17000000,15,20480,2,2
339,"Lodha Ncpa, BPT Colony, Wadala, Mumbai",Ready to move,Fully Furnished,625,568.225459,1,3,1,17000000,17000000,25,27200,1,2
6796,"Chheda Heights, Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,975,720,2,10,2,14000000,140000,22,14360,2,2
7447,"Mahindra Splendour, GKW Colony, Bhandup West, Mumbai",Ready to move,Unfurnished,1641,1200,3,9,1,27500000,280000,31,16760,3,3
6699,"Chheda Apartment, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,600,600,2,20,0,17500000,180000,6,29170,2,2
8645,"Mhada Colony, Andheri West, Mumbai",Ready to move,Unfurnished,1500,1205.855748,2,10,2,55000000,55000000,43,36670,3,3
8754,"Kanakia Rainforest, Marol, Andheri East, Mumbai",Ready to move,Semi Furnished,1050,927,3,3,1,28000000,280000,22,26670,3,3
7491,"Aarey Colony, Goregaon East, Mumbai",Ready to move,Fully Furnished,1450,1200,3,10,2,12000000,240000,7,8280,3,3
1046,"Khar West, Mumbai",Ready to move,Semi Furnished,1700,1925.495877,1,1,2,79000000,79000000,15,46470,3,4
2393,"ELEGANT NAVRATNAMALA, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1000,853.9566818,1,1,1,24000000,24000000,7,24000,2,2
6314,"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,920,605,1,1,2,5000000,100000,22,5430,2,2
6205,"Lokhandwala Octacrest, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1090,750,2,9,1,21500000,210000,18,19720,2,2
2105,"Lodha New Cuffe Parade Lodha Enchante 41st To 45th Floor, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1836,1530,2,5,2,52000000,520000,43,28320,3,3
5381,"Pali Hill, Bandra West, Mumbai",Ready to move,Semi Furnished,850,924.9005562,1,10,1,35000000,35000000,15,41180,1,1
9193,"Mulund East, Mumbai",Ready to move,Semi Furnished,650,504.9515075,1,35,0,12000000,12000000,7,18460,1,1
7683,"Kulupwadi, Borivali East, Mumbai",Ready to move,Semi Furnished,1320,1021.800101,2,35,0,35100000,35100000,13,26590,3,3
5364,"Bagirath society nl complex, Nl Complex, Dahisar East, Mumbai",Ready to move,Semi Furnished,650,430.0119243,1,18,1,10500000,10500000,7,16150,1,2
8782,"Kanakia Country Park, Food Corporation Of India Warehouse, Borivali East, Mumbai",Ready to move,Unfurnished,1200,900,3,15,1,23500000,240000,8,19580,3,3
8026,"Ashford Royale, Valmik Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1241,1017,2,2,3,28500000,250000,38,22960,3,3
3542,"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,7500,5117.250972,1,5,4,400000000,400000000,20,53330,4,4
5936,"Runwal Anthurium, Ashok Nagar, Mulund West, Mumbai",Ready to move,Fully Furnished,1000,680,2,8,2,18000000,180000,35,18000,2,2
3725,"Wadhwa The Address, Godrej & Boyce Industry Estate, Ghatkopar West, Mumbai",Ready to move,Fully Furnished,2700,1800,4,5,2,72000000,720000,21,26670,4,4
4048,"Bay View Malad West, Kharodi Village, Malad West, Mumbai",Ready to move,Semi Furnished,1050,714.2198948,1,12,1,13500000,13500000,7,12860,2,2
5304,"Naigaon East, Mumbai",Ready to move,Unfurnished,500,359.8880822,2,5,1,2246000,37658.36067,7,4490,1,1
8806,"Hubtown Harmony Matunga, Matunga East, Mumbai",Ready to move,Unfurnished,765,629.1614643,1,5,1,22500000,22500000,17,29410,1,2
3044,"Lodha Splendora, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,670,470,1,5,2,5300000,53000,32,7910,1,1
6793,"Parel, Mumbai",Ready to move,Semi Furnished,1100,1216.738635,1,5,3,52500000,52500000,59,47730,2,2
2420,"Raj Akshay, Miragaon, Mira Road East, Mumbai",Ready to move,Semi Furnished,1000,613,2,1,1,10600000,0,22,10600,2,2
2701,"Ramdev Enclave, Mira Road East, Mumbai",Ready to move,Unfurnished,650,418.183645,1,11,1,6000000,83283.33325,9,9230,1,1
6636,"Lokhandwala Spring Leaf, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,900,750,2,15,1,17200000,170000,7,19110,2,2
5604,"Thakur Gayatri Satsang, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,610,420,2,12,0,10500000,110000,8,17210,1,1
5027,"Rajesh White City, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,980,650,2,2,1,19000000,190000,41,19390,2,2
6757,"Aashna Kamal Dutt CHSL, Suresh Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,750,580,2,5,1,21500000,210000,12,28670,2,2
6575,"Kapaswadi, Andheri West, Mumbai",Ready to move,Semi Furnished,748,717.1829339,1,20,1,24500000,24500000,15,32750,2,2
4965,"Neminath Luxeria, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,987,887,2,8,1,26500000,260000,20,26850,3,3
4922,"Man Opus, MIDC, Mira Road East, Mumbai",Ready to move,Unfurnished,1050,700,2,7,2,9500000,95998.6412,22,9050,2,2
5490,"Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,550,422.3336992,1,7,0,10500000,10500000,12,19090,1,2
5505,"Jai Pushpa Milan Society, Hanuman Chowk, Mulund East, Mumbai",Ready to move,Semi Furnished,500,445,1,14,1,10900000,110000,7,21800,1,1
4633,"Ratndeep chs, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,700,617.789781,1,3,2,18000000,18000000,15,25710,2,2
7032,"Rustomjee Summit, Rajendra Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,815,715,2,1,1,25000000,0,36,30670,2,2
170,"Shapoorji Pallonji Vicinia, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1520,1050,2,4,2,36000000,360000,22,23680,3,3
619,"RNA NG Eclat, Yamuna Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1500,1116,3,2,1,45000000,450000,38,30000,3,3
6678,"Lodha Splendora Platino E To G Vivant A To D, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,950,740,2,6,2,9000000,90000,30,9470,2,2
6021,"PNK Group Winstone, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,930,650,2,10,1,8600000,1112.82766,12,9250,2,2
4583,"Reliable Garden, Naigaon East, Mumbai",Ready to move,Semi Furnished,550,435.1766995,2,8,1,2400000,48000,7,4360,1,2
89,"best project, Chembur, Mumbai",Ready to move,Unfurnished,820,748.8641018,2,2,1,25000000,25000000,13,30490,2,2
3755,"Rajesh Raj Grandeur, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,3000,1950,4,7,3,80000000,750000,27,26670,4,4
2709,"Ajmera Yogi Hills, Mulund West, Mumbai",Ready to move,Semi Furnished,530,450,1,20,1,9500000,95000,7,17920,1,1
9259,"Dipal Shubham Alaska, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Fully Furnished,838,729,2,2,1,23500000,240000,16,28040,2,2
4088,"Dimples Galassia , Kandarpada, Dahisar West, Mumbai",Ready to move,Fully Furnished,1000,853,2,12,1,27500000,300000,22,27500,3,3
916,"Oberoi Enigma and Eternia, Vasant Oscar, Mulund West, Mumbai",Ready to move,Unfurnished,1153,1049,2,2,2,29000000,300000,60,25150,3,3
872,"DLH Kesley, Navagaon, Dahisar West, Mumbai",Ready to move,Unfurnished,559,420,2,3,1,13900000,140000,22,24860,1,1
7506,"Lodha Aqua, Pandurang Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,1210,1030,3,10,1,19000000,190000,16,15700,3,3
5391,"Saifee Park, Mumbai Port Trust, Mazgaon, Mumbai",Ready to move,Semi Furnished,520,420.0535583,1,5,1,17000000,17000000,23,32690,1,2
3090,"Sunder Nagar, Malad West, Mumbai",Ready to move,Semi Furnished,600,450,1,10,1,13000000,12154106.52,8,21670,1,1
4812,"Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,595,410,2,18,0,11500000,110000,8,19330,1,1
8004,"Sabari Ashville, Ghatla, Chembur, Mumbai",Ready to move,Unfurnished,1955,1326,3,4,2,53000000,530000,22,27110,3,3
9317,"K Raheja Vistas, Sainath Nagar, Powai, Mumbai",Ready to move,Fully Furnished,2050,1300,3,10,2,45000000,450000,20,21950,3,3
924,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1350,1049,3,1,2,35000000,350000,62,25930,3,3
3503,"Chembur, Mumbai",Ready to move,Semi Furnished,2176,1700,4,4,2,65000000,650000,11,29870,4,4
9129,"Hiranandani Castle Rock, Panchkutir Ganesh Nagar, Powai, Mumbai",Ready to move,Semi Furnished,985,629,2,2,1,27500000,280000,23,27920,2,2
4745,"harshail apartments, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Unfurnished,1100,965.7985912,1,5,1,30000000,30000000,20,27270,3,3
8865,"Seven Eleven Apna Ghar, Kashimira, Mira Road East, Mumbai",Ready to move,Semi Furnished,261,200,1,1,1,3000000,0,15,11490,1,1
5422,"Astavinayak chs Ltd Ektanagar Kandivali West, Chatrapati Shivaji Raje Complex, Kandivali West, Mumbai",Ready to move,Unfurnished,410,579.5765719,1,10,1,5250000,94393.76825,24,12800,1,2
1110,"Atharv Murli, Vile Parle East, Mumbai",Ready to move,Unfurnished,1208,1108,3,1,1,60000000,600000,8,49670,3,3
1501,"ANGEL, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,650,462.3897725,1,1,1,12500000,12500000,9,19230,1,2
7245,"Kanakia Samarpan Exotica, Asha Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,1050,900,2,9,1,28500000,290000,19,27140,3,3
7490,"Royal Palms Ruby Isle, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1105,850,3,9,1,8500000,129954.4408,20,7690,3,3
7510,"Kohinoor City, Vidya Vihar West, Kurla West, Mumbai",Ready to move,Semi Furnished,1600,1100,2,7,2,28500000,290000,10,17810,3,3
6051,"Amardeep Anutham, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Semi Furnished,950,675,2,1,1,20000000,200000,23,21050,2,2
539,"Monalisa, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,580,510.8995123,1,2,0,11800000,11800000,9,20340,1,2
8983,"Oberoi Skycity, Kulupwadi, Borivali East, Mumbai",Ready to move,Semi Furnished,1395,1050.256097,1,1,2,47500000,47500000,62,34050,3,3
5840,"Ashok Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,528,511,2,15,1,12500000,130000,6,23670,2,2
7732,"Jainam Elysium, Anand Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,1100,900,3,3,1,22800000,230000,23,20730,3,3
4198,"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Fully Furnished,1361,1414.340023,1,5,2,73100000,73100000,8,53710,4,4
1543,"on req, Mahim West, Matunga West, Mumbai",Ready to move,Unfurnished,500,484.4974122,1,1,1,22500000,22500000,43,45000,1,1
879,"Lokhandwala Minerva 1A 1B And 1C, Lower Parel West, Lower Parel, Mumbai",Ready to move,Fully Furnished,2600,2000,3,1,2,81000000,810000,91,31150,3,3
7631,"Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1400,1384.449174,1,10,2,75000000,75000000,40,53570,3,3
3872,"Rayani Gram, Borivali West, Mumbai",Ready to move,Unfurnished,900,750.0012521,1,2,1,30000000,30000000,14,33330,3,3
4885,"Chaitanya Tower, Prabhadevi, Mumbai",Ready to move,Fully Furnished,1850,1350,3,30,2,92500000,900000,23,50000,3,3
3684,"Windsor Grande Residences, Mhada Colony, Andheri West, Mumbai",Ready to move,Semi Furnished,2300,1902.08916,2,4,2,86500000,86403981.95,33,37590,4,5
202,"DGS Sheetal Jyot, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,595,398,1,4,1,2700000,52187.3509,11,4540,1,1
6801,"Ajmera Zeon, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1200,965,2,6,1,31000000,310000,32,25830,2,2
6800,"Rivali Park WinterGreen, Food Corporation Of India Warehouse, Borivali East, Mumbai",Ready to move,Semi Furnished,1125,950,2,15,1,29500000,299474.6973,42,26220,2,2
204,"Star Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,660,407.3349065,2,1,1,3000000,0,12,4540,1,1
7503,"Siddharth Nagar, Ghatkopar West, Mumbai",Ready to move,Fully Furnished,1100,1055.792969,1,7,1,37500000,37500000,8,34090,3,3
5409,"Wadhwa Parwana Tower, Sheetal Co-op Housing Society, Borivali West, Mumbai",Ready to move,Unfurnished,485,450,2,10,0,12500000,110000,13,25770,1,1
4971,"Lodha Fiorenza, Cama Industrial Estate, Goregaon East, Mumbai",Ready to move,Fully Furnished,1070,800,2,6,1,32500000,592861.7165,44,30370,2,2
3678,"Sheth Vasant Oasis, Marol, Andheri East, Mumbai",Ready to move,Semi Furnished,1866,958.1508657,1,5,3,47300000,477593.8579,22,25370,4,4
6960,"Kt Sunview , Mandapeshwar, Dahisar West, Mumbai",Ready to move,Unfurnished,950,685.5947574,1,7,1,16500000,16500000,7,17370,2,2
2333,"Neelam Solstice Phase I, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Unfurnished,1500,1200,3,1,4,28500000,275021.9773,25,19000,3,3
5802,"As on request, Daulat Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,570,447.8631737,1,5,1,12500000,12500000,7,21930,1,2
6399,"Om Shri Vrindavan, Mira Road East, Mumbai",Ready to move,Unfurnished,900,668.9953454,1.290036682,12,1,8500000,77732.50052,7,9440,2,3
3220,"Mahim, Mumbai",Ready to move,Fully Furnished,1562,1250,3,8,1,65000000,650000,13,41610,4,4
4100,"Lodha Primero, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Unfurnished,1206,1049,3,6,2,56000000,560000,40,46430,3,3
4019,"K Raheja Maple Leaf, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1250,861,2,10,1,24000000,240000,20,19200,2,2
2951,"MAAD Shrushti Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,550,410,1,6,1,3250000,65000,7,5910,1,1
1249,"Midas Bhoomi Harmony, Shiv Shakti Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,950,650,2,2,2,13500000,140000,16,14210,2,2
2441,"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1050,1367.815752,1,1,2,57500000,57500000,12,54760,3,3
4723,"Ekta Parksville, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,870,632,1,6,1,4200000,0,15,4830,2,2
6301,"Guru Kripa, Khar West, Mumbai",Ready to move,Semi Furnished,1000,680,2,10,1,31000000,310000,2,31000,2,2
3138,"Sonam Sagar, Indira Nagar, Bhayandar East, Mumbai",Ready to move,Semi Furnished,550,380,2,20,1,5700000,69649.65691,7,10360,1,1
8170,"Lokhandwala Minerva 1A 1B And 1C, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Unfurnished,1400,1300,3,5,2,90000000,900000,67,64280,3,3
8711,"Bajaj Emerald, Railway Colony, Andheri East, Mumbai",Ready to move,Unfurnished,1200,900,3,99,2,32500000,0,12,27080,3,3
9428,"Raheja Exotica, Pascal Wadi, Madh, Mumbai",Ready to move,Fully Furnished,900,750,2,10,1,16500000,160000,20,18330,2,2
7537,"Hiranandani Gardens Heritage, Hiranandani Gardens, Powai, Mumbai",Ready to move,Fully Furnished,1500,1150,2,10,2,58000000,580000,36,38670,3,3
1350,"Godrej Urban Park, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,550,451,2,1,1,13600000,140000,15,24730,1,1
1479,"Arkade Earth, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,742,571,1,3,1,15500000,160000,20,20890,1,1
1741,"Yashodhan Unique Regalia, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,685,503,2,2,1,2900000,60000,12,4230,1,1
2584,"NISARG CHS, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,720,512,2,3,0,13500000,140000,15,18750,2,2
3988,"L And T Emerald Isle, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1513,1164,3,5,2,39000000,390000,24,25780,3,3
5791,"Mahada New Tower, Babrekar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,450,305,2,9,2,5300000,53000,23,11780,1,1
6616,"Parikh Peninsula Park, Y K Nagar, Virar West, Mumbai",Ready to move,Semi Furnished,940,615,2,8,1,7100000,100000,7,7550,2,2
8442,"Heritage Amar Villa, Chembur, Mumbai",Ready to move,Unfurnished,1850,1153,3,1,2,38500000,390000,15,20810,3,3
7001,"Mira Road East, Mumbai",Ready to move,Semi Furnished,670,639.0136235,2,12,1,8400000,170000,6,12540,2,2
1884,"Raghav One45, Qureshi Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,588,441,2,3,1,10200000,0,17,17350,1,1
6140,"Yari road, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,850,770.0021032,1,25,1,27000000,27000000,7,31760,2,2
2943,"Global City, Virar West, Mumbai",Ready to move,Semi Furnished,750,400,1,7,2,3000000,60000,15,4000,1,1
8039,"Nirmal Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1295,1050,3,20,1,22000000,200000,7,16990,3,3
3277,"Kohinoor City, Vidya Vihar West, Kurla West, Mumbai",Ready to move,Semi Furnished,2500,1650,4,5,2,50000000,500000,10,20000,5,5
5438,"Odyssey CHS Mumbai, Bhakti Park, Wadala East, Mumbai",Ready to move,Fully Furnished,585,450,2,10,1,14000000,140000,14,23930,1,1
1877,"Rustomjee Global City Virar Avenue D1, Global City, Virar West, Mumbai",Ready to move,Unfurnished,610,390,1,3,1,3100000,62000,14,5080,1,1
5837,"Mandapeshwar, Dahisar West, Mumbai",Ready to move,Semi Furnished,850,630,2,15,2,15800000,200000,7,18590,2,2
3726,"Wadhwa The Address, Godrej & Boyce Industry Estate, Ghatkopar West, Mumbai",Ready to move,Fully Furnished,2700,1800,4,5,2,71500000,720000,21,26480,4,4
2249,"Neptune Flying Kite, Ganesh Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,900,699.9824107,1,4,1,16500000,16500000,30,18330,2,2
